city,latitude,longitude,country,population
Keystone Heights,29.7812,-82.034,United States,7449
Topanga,34.0964,-118.6053,United States,7449
Haapajarvi,63.7486,25.3181,Finland,7438
Lenti,46.6236,16.5458,Hungary,7348
Waterloo,42.9156,-76.9123,United States,7443
Gundelsheim,49.2833,9.1667,Germany,7254
North Star,39.755,-75.7331,United States,7441
White Oak,40.3415,-79.8007,United States,7441
Orosi,36.5434,-119.2903,United States,7441
Rockton,42.45,-89.0629,United States,7441
Cheadle,53.3933,-2.2113,United Kingdom,5698
Treuenbrietzen,52.0972,12.8711,Germany,7405
Gedern,50.4244,9.1997,Germany,7342
Nyergesujfalu,47.7603,18.5567,Hungary,7255
Rhoose,51.3906,-3.3524,United Kingdom,6160
Ashland,40.7811,-76.3451,United States,7437
Eibenstock,50.4956,12.5975,Germany,7370
Bernkastel-Kues,49.9161,7.0694,Germany,7134
Malmyzh,56.5167,50.6667,Russia,7422
Leipheim,48.4489,10.2208,Germany,7209
Wingerworth,53.2033,-1.4347,United Kingdom,6533
Florence,38.3836,-105.1114,United States,7433
Coracora,-15.017,-73.7804,Peru,7420
Highlands,29.813,-95.0577,United States,7432
Edgerton,42.8385,-89.0699,United States,7431
Old Lyme,41.32,-72.3034,United States,7431
Old Town,44.9491,-68.7249,United States,7431
New London,44.395,-88.7394,United States,7430
Kingswood,51.2931,-0.2086,United Kingdom,6891
McCook,40.2046,-100.6214,United States,7426
Shenfield,51.6297,0.3192,United Kingdom,5432
Kimberley,49.6697,-115.9775,Canada,7425
Weikersheim,49.4817,9.8992,Germany,7333
North Bend,47.49,-121.7742,United States,7423
Etowah,35.3061,-82.5902,United States,7420
Hiawatha,42.0547,-91.6911,United States,7420
South Berwick,43.2388,-70.7478,United States,7420
Mansoa,12.0667,-15.3167,Guinea-Bissau,7376
Hubbard,41.1595,-80.5672,United States,7419
River Rouge,42.2731,-83.1246,United States,7419
Stratham,43.0157,-70.9006,United States,7418
Sandwich,41.6496,-88.6177,United States,7418
Oebisfelde,52.4333,10.9833,Germany,7341
Belen,34.7115,-106.7985,United States,7416
Inverness,28.8397,-82.3437,United States,7414
Marion,36.8389,-81.5135,United States,7414
Iwye,53.9307,25.7703,Belarus,7400
Elassona,39.8947,22.1886,Greece,7338
Prestice,49.5731,13.3335,Czechia,7131
Great Bookham,51.278,-0.373,United Kingdom,5596
Cotati,38.3279,-122.7092,United States,7410
Soltvadkert,46.5808,19.3936,Hungary,7342
Atherton,-17.2658,145.478,Australia,7331
Cesky Brod,50.0743,14.8609,Czechia,7049
Victoria,45.6466,24.7059,Romania,7386
Mills River,35.3853,-82.5854,United States,7406
Calverton,53.037,-1.083,United Kingdom,7076
Saranac Lake,44.3245,-74.1314,United States,7404
Talayuela,39.986,-5.6096,Spain,7371
West Cocalico,40.2658,-76.163,United States,7403
Rzhyshchiv,49.9611,31.0436,Ukraine,7359
Kawerau,-38.0847,176.6996,New Zealand,7080
West Concord,42.4518,-71.4035,United States,7402
Sanibel,26.4534,-82.1023,United States,7401
Fairfield,40.8828,-74.3041,United States,7400
Frankfort,43.0389,-75.1377,United States,7400
Farmington,36.037,-94.2537,United States,7400
Suonenjoki,62.625,27.1222,Finland,7390
Blandford-Blenheim,43.2333,-80.6,Canada,7399
Soldotna,60.4862,-151.0672,United States,7398
Simitli,41.8919,23.1111,Bulgaria,7372
Pirdop,42.7,24.1833,Bulgaria,7353
Devavanya,47.03,20.9589,Hungary,7363
Dacice,49.0816,15.4373,Czechia,7288
Bayham,42.7333,-80.7833,Canada,7396
Robeson,40.2363,-75.8724,United States,7395
Patarlagele,45.3189,26.3597,Romania,7304
Welcome,34.8204,-82.46,United States,7394
New Bremen,40.4356,-84.3777,United States,7393
Neugersdorf,50.9789,14.6108,Germany,6260
Mentor-on-the-Lake,41.7135,-81.365,United States,7390
Aiquile,-18.1667,-65.1667,Bolivia,7381
Baywood,40.7533,-73.29,United States,7389
Middletown,40.6441,-75.3244,United States,7386
Tuncurry,-32.175,152.4989,Australia,6186
Farr West,41.3015,-112.0318,United States,7385
Borba,38.8,-7.45,Portugal,7333
Odry,49.6625,17.8309,Czechia,7285
Ephrata,47.3122,-119.534,United States,7383
South Heidelberg,40.3122,-76.0969,United States,7382
Homun,20.7386,-89.285,Mexico,6146
Lihue,21.9728,-159.3541,United States,7381
Pembroke,34.6766,-79.1934,United States,7381
Komijan,34.7192,49.3267,Iran,7358
Steele Creek,64.9295,-147.3955,United States,7380
Le Roy,42.9937,-77.972,United States,7379
University of California-Davis,38.5374,-121.7576,United States,7379
Slavkov u Brna,49.1533,16.8765,Czechia,6916
Ibirarema,-22.8175,-50.0725,Brazil,7376
Nambu,35.2425,138.4861,Japan,7341
Tornal'a,48.4167,20.3333,Slovakia,7252
Providence Village,33.2363,-96.9611,United States,7377
Webster City,42.4623,-93.8167,United States,7377
Inverness,42.1152,-88.1019,United States,7376
Clarkston,46.4161,-117.0505,United States,7375
Arraiolos,38.7229,-7.9843,Portugal,7363
Smithfield Township,41.0198,-75.1359,United States,7373
Middlesex,40.2502,-77.1356,United States,7373
Tolleson,33.4484,-112.2561,United States,7372
Groditz,51.4142,13.4464,Germany,7125
New Roads,30.6959,-91.4537,United States,7370
Ponchatoula,30.4402,-90.4428,United States,7369
Strathalbyn,-35.2667,138.9,Australia,6504
Oroville East,39.4947,-121.4866,United States,7368
Mapimi,25.8331,-103.8478,Mexico,5623
Slivnitsa,42.8522,23.0375,Bulgaria,7320
Poiares,40.2167,-8.25,Portugal,7281
Plumas Lake,38.9924,-121.558,United States,7367
Winsted,41.9268,-73.0675,United States,7367
Skiatook,36.3694,-95.9819,United States,7367
Santa Marta de Penaguiao,41.2,-7.7833,Portugal,7356
Humberston,53.5281,-0.0249,United Kingdom,5634
Buena Vista,39.515,-74.8883,United States,7366
New Hanover,40.0159,-74.5741,United States,7366
Bannockburn,56.09,-3.91,United Kingdom,7352
Wolkersdorf im Weinviertel,48.3667,16.5167,Austria,7201
Coeymans,42.4936,-73.8835,United States,7363
Pomona,39.4687,-74.5501,United States,7362
Houston,55.867,-4.5521,United Kingdom,6470
Charles City,43.0644,-92.6745,United States,7359
Dettelbach,49.8017,10.1618,Germany,7240
Ulmeni,47.4656,23.3003,Romania,7270
Turceni,44.6794,23.3731,Romania,7269
Frankstown,40.4453,-78.3185,United States,7356
Yreka,41.7292,-122.6312,United States,7356
Harjavalta,61.3139,22.1417,Finland,7296
Stanwood,48.2449,-122.3425,United States,7354
Augusta,44.7511,-75.6003,Canada,7353
Leola,40.0915,-76.1891,United States,7352
Canovanas,18.3782,-65.9056,Puerto Rico,7351
St. Joseph,45.5611,-94.3081,United States,7351
Taga,35.2219,136.2922,Japan,7291
Abersychan,51.7239,-3.0587,United Kingdom,7064
Sergeevka,53.88,67.4158,Kazakhstan,7344
Crumlin,51.6798,-3.1368,United Kingdom,5947
Hudsonville,42.8631,-85.8628,United States,7348
Ebern,50.1,10.7936,Germany,7270
Spring Hill,38.7565,-94.82,United States,7345
Philadelphia,32.7761,-89.1221,United States,7345
Chalastra,40.6267,22.7322,Greece,7270
Bellbrook,39.6384,-84.0863,United States,7344
Northridge,39.9971,-83.777,United States,7343
Zbaszyn,52.2531,15.9178,Poland,7264
Dayton,40.3815,-74.5137,United States,7340
Hampden,44.735,-68.8896,United States,7340
Seymour,-37.03,145.13,Australia,6327
Gibsonville,36.0991,-79.5417,United States,7339
Parsberg,49.15,11.7167,Germany,7213
Elzach,48.1747,8.0717,Germany,7242
Dade City,28.3568,-82.1942,United States,7338
Southgate,27.3082,-82.5096,United States,7338
Fresia,-41.1531,-73.4223,Chile,7328
Nortorf,54.1667,9.8667,Germany,6804
Greenville,40.9981,-73.8194,United States,7336
Puslinch,43.45,-80.1667,Canada,7336
Schesslitz,49.9767,11.0339,Germany,7259
Pogoanele,44.9167,27,Romania,7275
Lavrio,37.7,24.05,Greece,7078
Winooski,44.4951,-73.1843,United States,7333
Middleborough Center,41.8945,-70.926,United States,7333
Rockville,41.8667,-72.4528,United States,7332
Whaley Bridge,53.3304,-1.9838,United Kingdom,6455
Kuklen,42.0353,24.7853,Bulgaria,7331
East Pikeland,40.1326,-75.5631,United States,7331
Wriezen,52.7167,14.1331,Germany,7254
Sturry,51.3036,1.1211,United Kingdom,6820
Rabaul,-4.1981,152.1681,Papua New Guinea,7024
East Marlborough,39.8798,-75.7231,United States,7326
Homeland,33.7459,-117.1132,United States,7326
Bryans Road,38.6144,-77.085,United States,7325
Valley Center,37.8333,-97.3645,United States,7325
New Sewickley,40.7215,-80.1979,United States,7323
Vila Nova da Barquinha,39.45,-8.4333,Portugal,7322
Ormond-by-the-Sea,29.3436,-81.0677,United States,7322
Cannington,-32.0167,115.95,Australia,5929
Umatilla,45.912,-119.3145,United States,7321
Cehu Silvaniei,47.412,23.18,Romania,7214
Strasburg,38.9961,-78.3548,United States,7320
Oak Grove,36.6686,-87.4216,United States,7320
Wauchope,-31.465,152.7344,Australia,6312
Vanrhynsdorp,-31.6167,18.7167,South Africa,6272
Geneva,41.8006,-80.9461,United States,7317
Immenhausen,51.4167,9.5,Germany,7068
Gau-Algesheim,49.95,8.0167,Germany,6827
Whiteville,34.3306,-78.7013,United States,7315
South Lockport,43.1377,-78.6864,United States,7315
Derry Township,40.633,-77.5367,United States,7314
Franklin,37.3277,-120.5321,United States,7314
Whitchurch,51.23,-1.34,United Kingdom,7198
Freyung,48.8075,13.5475,Germany,7166
Vila Nova de Foz Coa,41.0833,-7.1333,Portugal,7312
Syanno,54.8,29.7,Belarus,7300
Nailsworth,51.6954,-2.2234,United Kingdom,5794
Farnham Royal,51.5386,-0.6164,United Kingdom,5972
Karpenisi,38.9203,21.7833,Greece,7183
Heringen,50.8872,10.0056,Germany,7187
Nyrany,49.7116,13.2119,Czechia,6996
Centerville,34.5256,-82.7161,United States,7303
Faringdon,51.657,-1.586,United Kingdom,7121
Belisce,45.6833,18.4,Croatia,7197
Shenango,40.9493,-80.3059,United States,7299
Woodlake,37.4216,-77.6783,United States,7299
St. Johnsbury,44.4552,-72.0115,United States,7299
Rosales,28.2,-105.55,Mexico,5570
Briton Ferry,51.64,-3.83,United Kingdom,5911
Belmont,43.4685,-71.4757,United States,7298
Wellington,37.2622,-97.4282,United States,7297
Lakhdenpokh'ya,61.5167,30.2,Russia,7294
Uddingston,55.8183,-4.0827,United Kingdom,6710
Longboat Key,27.3926,-82.6341,United States,7296
Meraux,29.9284,-89.9179,United States,7296
Pompey,42.9229,-75.9803,United States,7294
Connellsville,40.0158,-79.5899,United States,7290
Hardeeville,32.2951,-81.0318,United States,7290
Torrington,42.0658,-104.1623,United States,7289
Castro Verde,37.6976,-8.0819,Portugal,7276
Helensburgh,-34.1833,151,Australia,6383
New Cumberland,40.2298,-76.8763,United States,7288
Altofts,53.697,-1.416,United Kingdom,6198
Kaufman,32.5769,-96.316,United States,7281
Huron,36.2041,-120.0961,United States,7281
Beauport,46.9667,-71.3,Canada,7281
Yass,-34.8203,148.9136,Australia,6506
Buffalo Township,40.706,-79.7387,United States,7280
Mertola,37.6333,-7.65,Portugal,7274
Terras de Bouro,41.7167,-8.3,Portugal,7253
Moab,38.5701,-109.5477,United States,7278
Gluszyca,50.6874,16.3717,Poland,6855
Busti,42.0459,-79.312,United States,7277
Wildwood,28.8014,-82.0058,United States,7276
Wawayanda,41.3843,-74.4618,United States,7276
Nuporanga,-20.7308,-47.7306,Brazil,7255
Pinehurst,42.5334,-71.234,United States,7275
Cupcini,48.1108,27.3853,Moldova,7190
Cotgrave,52.914,-1.042,United Kingdom,7203
Ralston,41.2005,-96.0354,United States,7273
Northport,40.9036,-73.3446,United States,7273
Tautii Magherus,47.6678,23.4722,Romania,7136
Lengenfeld,50.5667,12.3667,Germany,7118
Wauseon,41.5532,-84.141,United States,7269
Delphos,40.8481,-84.3368,United States,7267
Gatton,-27.5611,152.2755,Australia,7101
North Berwick,56.058,-2.717,United Kingdom,6605
St. Louis,43.4082,-84.6118,United States,7265
Saint-Remi,45.2667,-73.6167,Canada,7265
St. Marys,43.2583,-81.1333,Canada,7265
Gerolzhofen,49.9,10.35,Germany,6889
Lampasas,31.064,-98.1824,United States,7263
Muxton,52.72,-2.421,United Kingdom,6557
Pleasantville,41.1378,-73.7827,United States,7260
Neptune Beach,30.3165,-81.4118,United States,7259
Annweiler am Trifels,49.2033,7.9667,Germany,7081
Napili-Honokowai,20.9767,-156.6646,United States,7258
Ash Vale,51.27,-0.72,United Kingdom,5686
Shyryayeve,47.3878,30.1911,Ukraine,7238
Lebanon,41.6313,-72.2402,United States,7256
Crystal City,28.6909,-99.8257,United States,7255
Sobeslav,49.26,14.7186,Czechia,6907
Union Grove,42.6863,-88.0495,United States,7251
Shinmachi,35.1917,140.3486,Japan,6970
Durham,41.4622,-72.6829,United States,7248
Shibayama,35.6931,140.4142,Japan,7082
Kapoeta,4.7721,33.5902,South Sudan,7042
Kenwood,39.2067,-84.3746,United States,7244
Lakes of the Four Seasons,41.4074,-87.2203,United States,7243
Elin Pelin,42.6689,23.6025,Bulgaria,7189
Fordingbridge,50.9275,-1.7901,United Kingdom,5998
Richland,32.2309,-90.1592,United States,7241
Belle Isle,28.4724,-81.3491,United States,7240
Bedford,37.336,-79.5179,United States,7240
Attica,42.8257,-78.249,United States,7239
Woodstock,38.875,-78.516,United States,7239
Franklin,35.1798,-83.3808,United States,7238
Tranqueras,-31.1833,-55.7667,Uruguay,7235
Chipping Ongar,51.703,0.244,United Kingdom,6093
Emmitsburg,39.7051,-77.3216,United States,7235
Drayton Valley,53.2222,-114.9769,Canada,7235
Willows,39.5149,-122.1995,United States,7234
Kerikeri,-35.2244,173.9514,New Zealand,6960
East Hills,40.7958,-73.6292,United States,7233
Oakdale,40.7373,-73.1345,United States,7231
Dingelstadt,51.3156,10.3194,Germany,6893
La Feria,26.1544,-97.8255,United States,7230
Darganata,40.4833,62.1667,Turkmenistan,7212
Kurri Kurri,-32.8167,151.4833,Australia,6044
Stavelot,50.3947,5.9297,Belgium,7145
Ponoka,52.6833,-113.5667,Canada,7229
West Byfleet,51.338,-0.5033,United Kingdom,5626
Krasnogvardeyskoye,50.65,38.4,Russia,7205
Maxatawny,40.526,-75.7444,United States,7227
New Albany,34.4909,-89.0201,United States,7226
Amarkantak,22.6751,81.7596,India,7074
Tlalnepantla,19.01,-99,Mexico,7166
Sedlcany,49.6606,14.4267,Czechia,7029
Vodnany,49.148,14.1751,Czechia,7028
Labrador City,52.95,-66.9167,Canada,7220
Chichimila,20.6308,-88.2172,Mexico,5528
Ikaalinen,61.7694,23.0681,Finland,7207
Midland Park,40.9952,-74.1411,United States,7216
Landen,39.3153,-84.277,United States,7214
Beaumont,50.2355,4.2383,Belgium,7137
Rockport,42.6543,-70.6223,United States,7212
West Mersea,51.7784,0.9168,United Kingdom,7183
Klichaw,53.4828,29.3411,Belarus,7200
Alta Sierra,39.1237,-121.0523,United States,7207
Klawer,-31.7833,18.6167,South Africa,6234
Tarabai,-22.3028,-51.5589,Brazil,7168
Corbin,36.9321,-84.1004,United States,7202
Ferlach,46.5269,14.3019,Austria,7141
Marathonas,38.155,23.9636,Greece,7170
Milan,35.9126,-88.7554,United States,7201
Cooma,-36.235,149.1258,Australia,6681
Jackson,43.3237,-88.166,United States,7200
Riverdale Park,38.9642,-76.9266,United States,7200
Donnacona,46.6747,-71.7294,Canada,7200
Knoxville,41.3188,-93.1024,United States,7199
Hedon,53.7395,-0.1948,United Kingdom,7100
Polykastro,40.9954,22.5714,Greece,7064
Skaneateles,42.9321,-76.4131,United States,7198
Lander,42.8313,-108.7599,United States,7197
Hanga Roa,-27.1492,-109.4323,Chile,7163
Swanzey,42.8625,-72.2961,United States,7195
Unionville,35.0716,-80.5173,United States,7195
Washington Township,40.5093,-79.6011,United States,7195
Gunnison,38.5455,-106.9225,United States,7195
Greding,49.0519,11.3606,Germany,7126
Hornsby Bend,30.245,-97.5833,United States,7194
Church Gresley,52.76,-1.566,United Kingdom,6881
K'ajaran,39.1511,46.16,Armenia,7163
Carhue,-37.1829,-62.7333,Argentina,7190
Morrow,33.5816,-84.3392,United States,7192
Interlaken,36.9505,-121.7363,United States,7191
Atlantida,-34.7701,-55.7613,Uruguay,5562
Southgate,44.1,-80.5833,Canada,7190
Belzyce,51.1833,22.2667,Poland,7090
Downside,51.3117,-0.4095,United Kingdom,6564
Kato Achaia,38.15,21.55,Greece,6618
Acton,34.4956,-118.1857,United States,7185
Waitara,-38.9958,174.2331,New Zealand,7040
Sobotka,50.8986,16.7444,Poland,6965
Hobart,47.412,-121.996,United States,7182
Enoch,37.767,-113.0449,United States,7180
Gerbstedt,51.6331,11.6167,Germany,7110
Nuriootpa,-34.4667,138.9833,Australia,6314
Rodalben,49.2397,7.6425,Germany,6749
Cajvana,47.7044,25.9694,Romania,6901
Pacific,47.261,-122.2507,United States,7178
McNab/Braeside,45.45,-76.5,Canada,7178
Canfield,41.0315,-80.7672,United States,7176
Independence,41.378,-81.6385,United States,7175
Elsa,26.2978,-97.9936,United States,7174
Mecca,33.5767,-116.0645,United States,7174
Sioux Center,43.0748,-96.1707,United States,7174
Ettersburg,51.0611,11.2442,Germany,7097
Haapavesi,64.1375,25.3667,Finland,7167
Pembroke,43.1803,-71.45,United States,7172
Commerce,34.2133,-83.473,United States,7172
Murgeni,46.2,28.0167,Romania,7119
General Toshevo,43.7006,28.0367,Bulgaria,7157
Austell,33.82,-84.645,United States,7170
Earl,40.1142,-76.0959,United States,7169
Esher,51.3691,-0.365,United Kingdom,6743
West Bridgewater,42.0214,-71.0267,United States,7165
Conewago Township,39.7977,-77.0239,United States,7164
Hartha,51.0978,12.9772,Germany,7034
Cerrik,41.0333,19.9833,Albania,6695
Ixtapan del Oro,19.2614,-100.2628,Mexico,6349
Parkville,39.7859,-76.9686,United States,7162
Parkville,39.2004,-94.7222,United States,7162
Macdonald,49.6725,-97.4472,Canada,7162
Schwarzenbach an der Saale,50.2208,11.9333,Germany,7042
Hillsborough,36.0681,-79.0994,United States,7161
Granville,-33.8578,151.0106,Australia,5500
Utuado,18.2697,-66.7049,Puerto Rico,7160
Green Brook,40.6038,-74.4825,United States,7158
Gonzales,29.5126,-97.4472,United States,7158
Outokumpu,62.725,29.0167,Finland,7139
Teshikaga,43.4853,144.4592,Japan,7145
Calverton,40.9163,-72.7645,United States,7154
Wynne,35.2322,-90.7894,United States,7152
Ogunimachi,38.0614,139.7433,Japan,7142
Tyrone,40.6764,-78.246,United States,7151
Lawrenceville,38.7264,-87.6873,United States,7150
Fundulea,44.4528,26.5153,Romania,6851
Murston,51.341,0.7524,United Kingdom,5300
Yardville,40.1849,-74.6603,United States,7148
Hoegaarden,50.7833,4.9,Belgium,6942
Baie-Saint-Paul,47.45,-70.5,Canada,7146
Cottage Grove,43.091,-89.2034,United States,7143
De Soto,38.141,-90.5609,United States,7141
Palmyra,40.0025,-75.036,United States,7140
Gilford,43.5581,-71.385,United States,7139
Nappanee,41.4452,-85.9941,United States,7139
Portage Lakes,41.0034,-81.5347,United States,7139
Merritt,50.1128,-120.7897,Canada,7139
Fair Plain,42.0823,-86.4515,United States,7138
Atherton,37.4539,-122.2032,United States,7137
Bluewater,43.45,-81.6,Canada,7136
Nibley,41.6725,-111.8454,United States,7135
Dalcahue,-42.3796,-73.6473,Chile,7120
Walled Lake,42.538,-83.4786,United States,7134
Novy Bydzov,50.2416,15.4909,Czechia,6935
Galliano,29.447,-90.3096,United States,7131
East Zorra-Tavistock,43.2333,-80.7833,Canada,7129
Pinhoe,50.7407,-3.4672,United Kingdom,6454
Freeland,43.5198,-84.1124,United States,7125
Bednodem'yanovsk,53.9333,43.1833,Russia,7106
Letavertes,47.3833,21.9,Hungary,7061
Live Oak,30.2956,-82.9847,United States,7118
Bonne Terre,37.9209,-90.5426,United States,7118
Saveni,47.9533,26.8589,Romania,6999
Brook Highland,33.4359,-86.6849,United States,7116
Fort Riley,39.1111,-96.8138,United States,7116
Givet,50.1381,4.8242,France,6749
Myadzyel,54.8756,26.9386,Belarus,7100
Calipatria,33.1493,-115.5056,United States,7114
Novosokol'niki,56.3333,30.15,Russia,7105
Colonia Venustiano Carranza,32.2275,-115.1703,Mexico,6098
Dubrowna,54.5667,30.6833,Belarus,7100
Ebermannstadt,49.7806,11.1848,Germany,6971
New Romney,50.985,0.941,United Kingdom,6996
